title,authors,year,doi,journal
Reviews and syntheses: on the roles trees play in building and plumbing the critical zone,"Brantley, Susan L., David M. Eissenstat, Jill A. Marshall, Sarah E. Godsey, Zsuzsanna Balogh-Brunstad, Diana L. Karwan, Shirley A. Papuga, Joshua Roering, Todd E. Dawson, Jaivime  Evaristo, Oliver Chadwick, Jeffrey J. McDonnell, Kathleen C. Weathers ",2017,10.5194/bg-14-5115-2017,"Biogeosciences, "
Reviews and syntheses: on the roles trees play in building and plumbing the critical zone,"Brantley, Susan L., David M. Eissenstat, Jill A. Marshall, Sarah E. Godsey, Zsuzsanna Balogh-Brunstad, Diana L. Karwan, Shirley A. Papuga, Joshua Roering, Todd E. Dawson, Jaivime  Evaristo, Oliver Chadwick, Jeffrey J. McDonnell, Kathleen C. Weathers ",2017,10.5194/bg-14-5115-2017,"Biogeosciences, "
Reviews and syntheses: on the roles trees play in building and plumbing the critical zone,"Brantley, Susan L., David M. Eissenstat, Jill A. Marshall, Sarah E. Godsey, Zsuzsanna Balogh-Brunstad, Diana L. Karwan, Shirley A. Papuga, Joshua Roering, Todd E. Dawson, Jaivime  Evaristo, Oliver Chadwick, Jeffrey J. McDonnell, Kathleen C. Weathers ",2017,10.5194/bg-14-5115-2017,"Biogeosciences, "
Reviews and syntheses: on the roles trees play in building and plumbing the critical zone,"Brantley, Susan L., David M. Eissenstat, Jill A. Marshall, Sarah E. Godsey, Zsuzsanna Balogh-Brunstad, Diana L. Karwan, Shirley A. Papuga, Joshua Roering, Todd E. Dawson, Jaivime  Evaristo, Oliver Chadwick, Jeffrey J. McDonnell, Kathleen C. Weathers ",2017,10.5194/bg-14-5115-2017,"Biogeosciences, "
Reviews and syntheses: on the roles trees play in building and plumbing the critical zone,"Brantley, Susan L., David M. Eissenstat, Jill A. Marshall, Sarah E. Godsey, Zsuzsanna Balogh-Brunstad, Diana L. Karwan, Shirley A. Papuga, Joshua Roering, Todd E. Dawson, Jaivime  Evaristo, Oliver Chadwick, Jeffrey J. McDonnell, Kathleen C. Weathers ",2017,10.5194/bg-14-5115-2017,"Biogeosciences, "
Evaluating the effect of nutrient redistribution by animals on the phosphorus cycle of lowland Amazonia,"Buendía, Corina, Axel Kleidon, Stefano Manzoni, Björn Reu, and Amilcare Porporato ",2018,10.5194/bg-15-279-2018,Biogeosciences
Ideas and perspectives: Strengthening the biogeosciences in environmental research networks,"Richter, D.D., S.A. Billings, P.M. Groffman, E.F. Kelly, K.A. Lohse, W.H. McDowell, T.S. White, S. Anderson, D.D. Baldocchi, S. Banwart, S. Brantley, J.J. Braun, Z.S. Brecheisen, C.W. Cook, H.E. Hartnett, S.E. Hobbie, J. Gaillardet, E. Jobbagy, H.F. Jungkunst, C.E. Kazanski, J. Krishnaswamy, D. Markewitz, K. O’Neill, C.S. Riebe, P. Schroeder, C. Siebe, W.L. Silver, A. Thompson, A. Verhoef, G. Zhang ",2018,10.5194/bg-15-4815-2018,Biogeosciences
Ideas and perspectives: Strengthening the biogeosciences in environmental research networks,"Richter, D.D., S.A. Billings, P.M. Groffman, E.F. Kelly, K.A. Lohse, W.H. McDowell, T.S. White, S. Anderson, D.D. Baldocchi, S. Banwart, S. Brantley, J.J. Braun, Z.S. Brecheisen, C.W. Cook, H.E. Hartnett, S.E. Hobbie, J. Gaillardet, E. Jobbagy, H.F. Jungkunst, C.E. Kazanski, J. Krishnaswamy, D. Markewitz, K. O’Neill, C.S. Riebe, P. Schroeder, C. Siebe, W.L. Silver, A. Thompson, A. Verhoef, G. Zhang ",2018,10.5194/bg-15-4815-2018,Biogeosciences
Ideas and perspectives: Strengthening the biogeosciences in environmental research networks,"Richter, D.D., S.A. Billings, P.M. Groffman, E.F. Kelly, K.A. Lohse, W.H. McDowell, T.S. White, S. Anderson, D.D. Baldocchi, S. Banwart, S. Brantley, J.J. Braun, Z.S. Brecheisen, C.W. Cook, H.E. Hartnett, S.E. Hobbie, J. Gaillardet, E. Jobbagy, H.F. Jungkunst, C.E. Kazanski, J. Krishnaswamy, D. Markewitz, K. O’Neill, C.S. Riebe, P. Schroeder, C. Siebe, W.L. Silver, A. Thompson, A. Verhoef, G. Zhang ",2018,10.5194/bg-15-4815-2018,Biogeosciences
Ideas and perspectives: Strengthening the biogeosciences in environmental research networks,"Richter, D.D., S.A. Billings, P.M. Groffman, E.F. Kelly, K.A. Lohse, W.H. McDowell, T.S. White, S. Anderson, D.D. Baldocchi, S. Banwart, S. Brantley, J.J. Braun, Z.S. Brecheisen, C.W. Cook, H.E. Hartnett, S.E. Hobbie, J. Gaillardet, E. Jobbagy, H.F. Jungkunst, C.E. Kazanski, J. Krishnaswamy, D. Markewitz, K. O’Neill, C.S. Riebe, P. Schroeder, C. Siebe, W.L. Silver, A. Thompson, A. Verhoef, G. Zhang ",2018,10.5194/bg-15-4815-2018,Biogeosciences
Ideas and perspectives: Strengthening the biogeosciences in environmental research networks,"Richter, D.D., S.A. Billings, P.M. Groffman, E.F. Kelly, K.A. Lohse, W.H. McDowell, T.S. White, S. Anderson, D.D. Baldocchi, S. Banwart, S. Brantley, J.J. Braun, Z.S. Brecheisen, C.W. Cook, H.E. Hartnett, S.E. Hobbie, J. Gaillardet, E. Jobbagy, H.F. Jungkunst, C.E. Kazanski, J. Krishnaswamy, D. Markewitz, K. O’Neill, C.S. Riebe, P. Schroeder, C. Siebe, W.L. Silver, A. Thompson, A. Verhoef, G. Zhang ",2018,10.5194/bg-15-4815-2018,Biogeosciences
Ideas and perspectives: Strengthening the biogeosciences in environmental research networks,"Richter, D.D., S.A. Billings, P.M. Groffman, E.F. Kelly, K.A. Lohse, W.H. McDowell, T.S. White, S. Anderson, D.D. Baldocchi, S. Banwart, S. Brantley, J.J. Braun, Z.S. Brecheisen, C.W. Cook, H.E. Hartnett, S.E. Hobbie, J. Gaillardet, E. Jobbagy, H.F. Jungkunst, C.E. Kazanski, J. Krishnaswamy, D. Markewitz, K. O’Neill, C.S. Riebe, P. Schroeder, C. Siebe, W.L. Silver, A. Thompson, A. Verhoef, G. Zhang ",2018,10.5194/bg-15-4815-2018,Biogeosciences
Wet–dry cycles impact DOM retention in subsurface soils,"Olshansky Y., Root R.A., and Chorover J. ",2018,10.5194/bg-15-821-2018,Biogeosciences
Rainfall intensification increases the contribution of rewetting pulses to soil heterotrophic respiration,"Manzoni, S., A. Chakrawal, T. Fischer, J.P. Schimel, A. Porporato, and G. Vico ",2020,10.5194/bg-17-4007-2020,Biogeosciences
Steering Operational Synergies in Terrestrial Observation Networks: Opportunity for Advancing Earth System Dynamics Modelling,"Baatz, R., Sullivan, P.L., Li, L., Weintraub, S.R., Loescher, H.W., Mirtl, M., Groffman, P.M., Wall, D.H., Young, M., White, T., Wen, H., Zacharias, S., Kuhn, I., Tang, J., Gaillardet, J., Braud, I., Flores, A.N., Kumar, P., Lin, H., Ghezzehei, T., Jones, J., Gholz, H.L., Vereecken, H., and Van Looy, K. ",2018,10.5194/esd-9-593-2018,Earth System Dynamics
"Spatially distributed water-balance and meteorological data from the Wolverton catchment, Sequoia National Park, California","BALES, R.C., STACY, E.M., MENG, X., CONKLIN, M.H., KIRCHNER, P.B., and ZHENG, Z ",2018,10.5194/essd-10-2115-2018,"Earth System Science Data, "
"Climate, snow, and soil moisture data set for the Tuolumne and Merced river watersheds, California, USA","Roche, J.W.; Rice, R.; Meng, X.; Cayan, D.R.; Dettinger, M.D.; Alden, D.; Patel, S.C.; Mason, M.A.; Conklin, M.H.; Bales, R.C. ",2019,10.5194/essd-11-101-2019,Earth System Science Data
"Meteorological, snow, streamflow, topographic, and vegetation height data from four western juniper-dominated experimental catchments in southwestern Idaho, USA","Kormos, P.R., Marks, D.G., Pierson, F.B., Williams, C.J., Hardegree, S.P., Boehm, A.R., Havens, S.C., Hedrick, A., Cram, Z.K., and T.J. Svejcar ",2017,10.5194/essd-9-91-2017,Earth System Science Data
Designing a suite of measurements to understand the critical zone,"Brantley, S. L., DiBiase, R. A., Russo, T. A., Shi, Y., Lin, H., Davis, K. J., Kaye, M., Hill, L., Kaye, J., Eissenstat, D. M., Hoagland, B., Dere, A. L., Neal, A. L., Brubaker, K. M., and Arthur, D. K ",2016,10.5194/esurf-4-211-2016,Earth Surface Dynamics
"The influence of Holocene vegetation changes on topography and erosion rates: a case study at Walnut Gulch Experimental Watershed, Arizona","Pelletier J. D., Nichols M. H., and Nearing M. A. ",2016,10.5194/esurf-4-471-2016,Earth Surface Dynamics
Catchment power and the joint distribution of elevation and travel distance to the outlet,"Sklar, L. S., Riebe, C. S., Lukens, C. E., & Bellugi, D. G. ",2016,10.5194/esurf-4-799-2016,Earth Surface Dynamics.
Designing a network of critical zone observatories to explore the living skin of the terrestrial Earth,"Brantley, S.L., McDowell, W.H., Dietrich, W.E., White, T.S., Kumar, P., Anderson, S., Chorover, J., Lohse, K.A., Bales, R.C., Richter, D., Grant, G., and Gaillardet, J. ",2017,10.5194/esurf-5-841-2017,"Earth Surface Dynamics, "
Designing a network of critical zone observatories to explore the living skin of the terrestrial Earth,"Brantley, S.L., McDowell, W.H., Dietrich, W.E., White, T.S., Kumar, P., Anderson, S., Chorover, J., Lohse, K.A., Bales, R.C., Richter, D., Grant, G., and Gaillardet, J. ",2017,10.5194/esurf-5-841-2017,"Earth Surface Dynamics, "
Designing a network of critical zone observatories to explore the living skin of the terrestrial Earth,"Brantley, S.L., McDowell, W.H., Dietrich, W.E., White, T.S., Kumar, P., Anderson, S., Chorover, J., Lohse, K.A., Bales, R.C., Richter, D., Grant, G., and Gaillardet, J. ",2017,10.5194/esurf-5-841-2017,"Earth Surface Dynamics, "
Designing a network of critical zone observatories to explore the living skin of the terrestrial Earth,"Brantley, S.L., McDowell, W.H., Dietrich, W.E., White, T.S., Kumar, P., Anderson, S., Chorover, J., Lohse, K.A., Bales, R.C., Richter, D., Grant, G., and Gaillardet, J. ",2017,10.5194/esurf-5-841-2017,"Earth Surface Dynamics, "
Designing a network of critical zone observatories to explore the living skin of the terrestrial Earth,"Brantley, S.L., McDowell, W.H., Dietrich, W.E., White, T.S., Kumar, P., Anderson, S., Chorover, J., Lohse, K.A., Bales, R.C., Richter, D., Grant, G., and Gaillardet, J. ",2017,10.5194/esurf-5-841-2017,"Earth Surface Dynamics, "
Designing a network of critical zone observatories to explore the living skin of the terrestrial Earth,"Brantley, S.L., McDowell, W.H., Dietrich, W.E., White, T.S., Kumar, P., Anderson, S., Chorover, J., Lohse, K.A., Bales, R.C., Richter, D., Grant, G., and Gaillardet, J. ",2017,10.5194/esurf-5-841-2017,"Earth Surface Dynamics, "
Designing a network of critical zone observatories to explore the living skin of the terrestrial Earth,"Brantley, S.L., McDowell, W.H., Dietrich, W.E., White, T.S., Kumar, P., Anderson, S., Chorover, J., Lohse, K.A., Bales, R.C., Richter, D., Grant, G., and Gaillardet, J. ",2017,10.5194/esurf-5-841-2017,"Earth Surface Dynamics, "
Designing a network of critical zone observatories to explore the living skin of the terrestrial Earth,"Brantley, S.L., McDowell, W.H., Dietrich, W.E., White, T.S., Kumar, P., Anderson, S., Chorover, J., Lohse, K.A., Bales, R.C., Richter, D., Grant, G., and Gaillardet, J. ",2017,10.5194/esurf-5-841-2017,"Earth Surface Dynamics, "
Designing a network of critical zone observatories to explore the living skin of the terrestrial Earth,"Brantley, S.L., McDowell, W.H., Dietrich, W.E., White, T.S., Kumar, P., Anderson, S., Chorover, J., Lohse, K.A., Bales, R.C., Richter, D., Grant, G., and Gaillardet, J. ",2017,10.5194/esurf-5-841-2017,"Earth Surface Dynamics, "
Developing and exploring a theory for the lateral erosion of bedrock channels for use in landscape evolution models.,"Langston, AL and Tucker, GE  ",2018,10.5194/esurf-6-1-2018,Earth Surface Dynamics
Dynamics and Mechanics of bed load tracer particles,"Phillips, C. B. and Jerolmack, D. J. ",2014,10.5194/esurfd-2-429-2014,Earth Surface Dynamics Discussion
"Earth's Critical Zone and hydropedology: Concepts, characteristics, and advances.","Lin, H.S. ",2010,10.5194/hess-14-25-2010,Hydrology and Earth System Science
Towards holistic studies of the Earth’s Critical Zone: Hydropedology perspectives.,"Lin, H.S., Vogel, H.J., and Seibert,  J. ",2010,10.5194/hess-14-479-2010,Hydrology and Earth System Science
Modeling moisture fluxes using artificial neural networks: can information extraction overcome data loss?,"Neal A.L., Gupta H. V., Kurc S. A., and Brooks P.D. ",2011,10.5194/hess-15-359-2011,Hydrology and Earth System Sciences
Climate-vegetation-soil interactions and long-term hydrologic partitioning: signatures of catchment co-evolution,"Troch P.A., G. Carrillo, M. Sivapalan, T. Wagener, and K. Sawicz ",2013,10.5194/hess-17-2209-2013,Hydrology and Earth System Sciences
"Physically based modeling of rainfall-triggered landslides: a case study in the Luquillo forest, Puerto Rico","C. Lepore, E. Arnone, L. V. Noto, G. Sivandran, R.L. Bras ",2013,10.5194/hess-17-3371-2013,Hydrol. Earth Syst. Sci.
Technical Note: A comparison of model and empirical measures of catchment-scale effective energy and mass transfer,Rasmussen C. and Gallo E.L. ,2013,10.5194/hess-17-3389-2013,Hydrology and Earth System Sciences
"What makes Darwinian hydrology ""Darwinian""? Asking a different kind of question about landscapes",Harman C. and Troch P.A. ,2014,10.5194/hess-18-417-2014,Hydrology and Earth System Sciences
"What makes Darwinian hydrology ""Darwinian""? Asking a different kind of question about landscapes",Harman C. and Troch P.A. ,2014,10.5194/hess-18-417-2014,Hydrology and Earth System Sciences
"LiDAR measurement of seasonal snow accumulation along an elevation gradient in the southern Sierra Nevada, California","Kirchner, P.B., Bales, R.C., Molotch, N.P., Flanagan, J., Guo, Q ",2014,10.5194/hess-18-4261-2014,Hydrology and Earth System Sciences
"LiDAR measurement of seasonal snow accumulation along an elevation gradient in the southern Sierra Nevada, California","Kirchner, P.B., Bales, R.C., Molotch, N.P., Flanagan, J., Guo, Q ",2014,10.5194/hess-18-4261-2014,Hydrology and Earth System Sciences
Landscape heterogeneity drives contrasting concentration-discharge relationships in shale headwater catchments,"Herndon EM, Dere AL, Sullivan PL, Norris D, Reynolds B, and Brantley SL ",2015,10.5194/hess-19-3333-2015,"Hydrology and Earth Systems Sciences,  vol "
Subsurface storage capacity influences climate–evapotranspiration interactions in three western United States catchments.,"Garcia, E.S., Tague, C.L.  ",2015,10.5194/hess-19-4845-2015,Hydrology and Earth System Sciences.
Influence of climate variability on water partitioning and effective energy and mass transfer in a semi-arid critical zone,"Zapata-Rios X., Brooks P.D., Troch P.A., McIntosh J., and Rasmussen C. ",2016,10.5194/hess-20-1103-2016,Hydrology and Earth System Sciences
"Constraining frequency–magnitude–area relationships for rainfall and flood discharges using radar-derived precipitation estimates: example applications in the Upper and Lower Colorado River basins, USA",Orem C.A. and Pelletier J.D. ,2016,10.5194/hess-20-4483-2016,Hydrology and Earth System Sciences
Monitoring of Unsteady Open Channel Flows Using Continuous Slope-area Method,"Lee, K., Firoozfar, A.R., and Muste M. ",2017,10.5194/hess-21-1863-2017,Hydrology and Earth Science Systems
Distinct stores and the routing of water in the deep critical zone of a snow-dominated volcanic catchment,"White A., Moravec B., McIntosh J., Olshansky Y., Paras B., Sanchez R.A., Ferré T.P.A., Meixner T., and Chorover J. ",2019,10.5194/hess-23-4661-2019,Hydrology and Earth System Sciences
Biotic controls on solute distribution and transport in headwater catchments,"Herndon E. M., A. L. Dere, P. L. Sullivan, D. Norris, B. Reynolds, and S. L. Brantley ",2015,10.5194/hessd-12-213-2015,Hydrology and Earth System Sciences Discussion
Quantifying the changes of soil surface microroughness due to rainfall impact on a smooth surface,"Abban, B., Papanicolaou, A.N., Giannopoulos, C.P., Dermisis, D.C., Wacha, K.M., Wilson, C.G., and Elhakeem, M. ",2017,10.5194/npg-24-569-2017,Nonlinear Processes in Geophysics
Investigating microbial transformations of soil organic matter: synthesizing knowledge from disparate fields to guide new experimentation,"Billings, S.A., Tiemann, L.K., Ballantyne, F., Lehmeier C.A., Min, K. ",2015,10.5194/soil-1-313-2015,Soil
Quantifying soil and critical zone variability in a forested catchment through digital soil mapping,"Holleran M., Levi M., and Rasmussen C. ",2015,10.5194/soil-1-47-2015,SOIL
Topographic and vegetation effects on snow accumulation in the southern Sierra Nevada: a statistical summary from lidar data.,"Zheng, Z., Kirchner, P. B., and Bales, R. C. ",2016,10.5194/tc-10-257-2016,The Cryosphere.
Independent evaluation of the SNODAS snow depth product using regional-scale lidar-derived measurements.,"Hedrick, A., Marshall, H.P., Winstral, A., Elder, K., Yueh, S., and D. Cline ",2016,10.5194/tc-9-13-2015,The Cryosphere
Enhancing Interoperability and Capabilities of Earth Science Data using the Observations Data Model 2 (ODM2),"Hsu, Leslie, Emilio Mayorga, Jeffery S. Horsburgh, Megan R. Carter, Kerstin A. Lehnert and Susan L. Brantley ",2017,10.5334/dsj-2017-004,"Data Science Journal, "
Model My Watershed: Connecting Students’ Conceptual Understanding of Watersheds to Real-World Decision Making,"Gill, S. E., N. Marcum-Dietrich, and R. Becker-Klein ",2014,10.5408/12-395.1,J. Geosci. Educ.
